docid,text_quang,text_us,QuangAnnotation,ProposedEvent1,ProposedEvent2,ProposedTlink
2010.03.22.africa.elephants.ivory.trade,Conservationists have welcomed the decision to reject a bid from Tanzania and Zambia to temporarily <suspend> a worldwide <ban> on trading in African elephant ivory so they can offload legal stockpiles in a one-off sale . ,Conservationists have <e1:welcomed> the decision to reject a bid from Tanzania and Zambia to temporarily <e3:suspend> a worldwide ban on trading in African elephant ivory so they can <e4:offload> legal stockpiles in a one-off sale . ,ban causes suspend,e3,e4,before
2010.03.22.africa.elephants.ivory.trade,"Whereas other elephant populations across Africa have <recovered> slightly since the introduction of the ivory trade <ban> , Zambia 's never have . ","Whereas other elephant populations across Africa have <e51:recovered> slightly since the introduction of the ivory trade ban , Zambia 's never have . ",ban causes recovered,,,
2010.03.22.africa.elephants.ivory.trade,"Whereas other elephant populations across Africa have <recovered> slightly since the <introduction> of the ivory trade ban , Zambia 's never have . ","Whereas other elephant populations across Africa have <e51:recovered> slightly since the introduction of the ivory trade ban , Zambia 's never have . ",introduction causes recovered,,,
2010.03.22.africa.elephants.ivory.trade,"But wildlife experts in Kenya , part of a coalition of 23 African elephant range countries calling for an outright ban , say poaching has <increased> since the <announcement> of the last sale . ","But wildlife experts in Kenya , part of a coalition of 23 African elephant range countries calling for an outright ban , <e40:say> poaching has <e41:increased> since the announcement of the last sale . ",announcement causes increased,,,
2010.03.22.africa.elephants.ivory.trade,"But wildlife experts in Kenya , part of a coalition of 23 African elephant range countries calling for an outright <ban> , say poaching has <increased> since the announcement of the last sale . ","But wildlife experts in Kenya , part of a coalition of 23 African elephant range countries calling for an outright ban , <e40:say> poaching has <e41:increased> since the announcement of the last sale . ",increased causes ban,,,
2010.03.22.africa.elephants.ivory.trade,Kenya orphanage takes elephant babies They argued the illegal trade in ivory has been <turned> into a lucrative business since poachers can <launder> their illegal ivory with the legal stockpiles . ,Kenya orphanage <e42:takes> elephant babies They <e43:argued> the illegal trade in ivory has been <e44:turned> into a lucrative business since poachers can launder their illegal ivory with the legal stockpiles . ,launder causes turned,,,
2010.03.22.africa.elephants.ivory.trade,"A petition from the two African countries to <remove> elephants from a list of animals "" threatened with extinction "" to <allow> trade in other parts of the animal was also thrown out . ","A petition from the two African countries to remove elephants from a list of animals "" <e9:threatened> with extinction "" to <e10:allow> trade in other parts of the animal was also <e11:thrown> out . ",remove causes allow,,,
2010.03.22.africa.elephants.ivory.trade,CITES banned the international commercial ivory trade in 1989 after elephant populations <dropped> dramatically across the world due to widespread <poaching> . ,""" CITES <e23:banned> the international commercial ivory trade in 1989 after elephant populations <e24:dropped> dramatically across the world due to widespread poaching . ",poaching causes dropped,e24,e23,before
2010.03.22.africa.elephants.ivory.trade,Both Zambia and Tanzania claimed elephant numbers in their territories were on the <rise> after years of decline .  They also said the proceeds from the sale of government stockpiles would be <put> back into conservation and enforcement projects . ,Both Zambia and Tanzania <e30:claimed> elephant numbers in their territories were on the rise after years of decline .  They also <e31:said> the proceeds from the sale of government stockpiles would be <e32:put> back into conservation and enforcement projects . ,rise causes put,,,
2010.03.22.africa.elephants.ivory.trade,"A <petition> from the two African countries to remove elephants from a list of animals "" threatened with extinction "" to allow trade in other parts of the animal was also <thrown> out . ","A petition from the two African countries to remove elephants from a list of animals "" <e9:threatened> with extinction "" to <e10:allow> trade in other parts of the animal was also <e11:thrown> out . ",petition causes thrown,,,
2010.03.22.africa.elephants.ivory.trade,"Conservationists have welcomed the decision to <reject> a bid from Tanzania and Zambia to temporarily suspend a worldwide ban on trading in African elephant ivory so they can offload legal stockpiles in a one-off sale .  The 175-nation Convention on International Trade in Endangered Species ( CITES ) , meeting in Doha , Qatar , on Monday , <voted> to reject the proposal amid concerns about elephant poaching . ","Conservationists have <e1:welcomed> the decision to reject a bid from Tanzania and Zambia to temporarily <e3:suspend> a worldwide ban on trading in African elephant ivory so they can <e4:offload> legal stockpiles in a one-off sale .  The 175-nation Convention on International Trade in Endangered Species ( CITES ) , <e5:meeting> in Doha , Qatar , on Monday , <e6:voted> to reject the proposal amid concerns about elephant poaching . ",voted causes reject,e6,e3,before
2010.03.22.africa.elephants.ivory.trade,""" Though Zambia 's anti-poaching enforcement measures are better than those of Tanzania , there is no justification for <downgrading> the elephants from the endangered list , "" said Douglas-Hamilton , an expert on Kenya 's elephant population .  "" Tanzania has <increased> poaching and increased illegal markets . ",""" Though Zambia 's anti-poaching enforcement measures are better than those of Tanzania , there is no justification for downgrading the elephants from the endangered list , "" <e47:said> Douglas-Hamilton , an expert on Kenya 's elephant population .  "" Tanzania has <e48:increased> poaching and <e49:increased> illegal markets . ",downgrading causes increased,,,
2010.03.23.how.get.headhunted,"<Get> your name into print "" Being quoted in the media is something the executive search firms will <pick> up on and take notice of , "" said Ispahani . ",""" <e42:Get> your name into print "" Being <e43:quoted> in the media is something the executive search firms will pick up on and take notice of , "" <e48:said> Ispahani . ",Get causes pick,,,
2010.03.23.how.get.headhunted,"Show you 're an expert -- write a book Build your network The more people <know> your name , the more chance a headhunter will get to <hear> about you . ","Show you 're an expert -- write a book Build your network The more people know your name , the more chance a headhunter will <e69:get> to hear about you . ",know causes hear,,,
2010.03.23.how.get.headhunted,"<Get> your name into print "" Being quoted in the media is something the executive search firms will pick up on and <take> notice of , "" said Ispahani . ",""" <e42:Get> your name into print "" Being <e43:quoted> in the media is something the executive search firms will pick up on and take notice of , "" <e48:said> Ispahani . ",Get causes take,,,
2010.03.23.how.get.headhunted,""" If you really believe a business issue is interesting , <writing> a letter to an editor of a newspaper and getting it <published> is a way of raising your profile . ",""" If you really believe a business issue is interesting , writing a letter to an editor of a newspaper and <e62:getting> it <e63:published> is a way of <e64:raising> your profile . ",writing causes published,,,
2010.03.23.how.get.headhunted,"Rather than getting their hands dirty in the cutthroat <job> market , savvy executives get the job offers to come to them .  Executive search firms are <hired> by companies to find the best personnel to fill a vacancy . ","Rather than <e1:getting> their hands dirty in the cutthroat job market , savvy executives get the job offers to come to them .  Executive search firms are <e6:hired> by companies to find the best personnel to fill a vacancy . ",hired causes job,,,
2010.03.23.how.get.headhunted,"Why being a CEO "" should carry a health warning "" Speak up There are a number of ways to <raise> your profile outside your organization .  Industry events are a good place to get your name known and make your voice <heard> . ",""" Why being a CEO "" should carry a health warning "" Speak up There are a number of ways to raise your profile outside your organization . Industry events are a good place to get your name <e35:known> and <e36:make> your voice <e37:heard> . ",heard causes raise,,,
2010.03.23.how.get.headhunted,""" If someone calls you from an executive search firm to <ask> your perspective on someone you 've <worked> with in the past , be helpful , return the phone call . ",""" If someone calls you from an executive search firm to ask your perspective on someone you 've <e149:worked> with in the past , be helpful , return the phone call . ",worked causes ask,,,
2010.03.23.how.get.headhunted,Executive search firms are <hired> by companies to find the best personnel to <fill> a vacancy . ,Executive search firms are <e6:hired> by companies to find the best personnel to fill a vacancy . ,hired causes fill,,,
2010.03.23.how.get.headhunted,Executive search firms are <hired> by companies to <find> the best personnel to fill a vacancy . ,Executive search firms are <e6:hired> by companies to find the best personnel to fill a vacancy . ,hired causes find,,,
2010.03.23.how.get.headhunted,He <suggested> writing an article or think piece for publication .  Trade <publications> are a good place to start and Ispahani said letting your company 's PR or marketing department know you are interested in contributing to industry journals can help get things moving . ,He <e49:suggested> writing an article or think piece for publication .  Trade publications are a good place to <e52:start> and Ispahani <e53:said> letting your company 's PR or marketing department <e54:know> you are interested in contributing to industry journals can help get things moving . ,suggested causes publications,e49,e52,before
2010.03.23.how.get.headhunted,The only way to <take> advantage of this hidden job market is to get <noticed> by the executive recruiters . ,The only way to take advantage of this hidden job market is to get <e13:noticed> by the executive recruiters . ,noticed causes take,,,
2010.03.23.how.get.headhunted,""" Those things are <appreciated> and remembered .  If you 're <perceived> to have been helpful , people will try to help you . "" ",""" Those things are appreciated and <e152:remembered> .  If you 're <e153:perceived> to have been helpful , people will try to <e155:help> you . ",appreciated causes perceived,e152,e153,before
2010.03.23.how.get.headhunted,"Why being a CEO "" should carry a health warning "" Speak up There are a number of ways to <raise> your profile outside your organization .  Industry events are a good place to get your name <known> and make your voice heard . ",""" Why being a CEO "" should carry a health warning "" Speak up There are a number of ways to raise your profile outside your organization . Industry events are a good place to get your name <e35:known> and <e36:make> your voice <e37:heard> . ",known causes raise,e35,e37,before
2010.03.23.how.get.headhunted,"If you 've <written> an article or achieved something you think they should be aware of , let them know and ask them to <make> a note of it on their database . ","If you 've <e121:written> an article or achieved something you think they should be aware of , <e124:let> them know and ask them to make a note of it on their database . ",written causes make,e121,e124,before
2010.03.23.how.get.headhunted,"Kit Bingham , principal at executive search firm Odgers Berndtson , told CNN , "" What gets <noticed> is <success> , so the way to get noticed [ by search firms ] is to be very good at your job . ","Kit Bingham , principal at executive search firm Odgers Berndtson , <e21:told> CNN , "" What gets <e22:noticed> is success , so the way to get noticed [ by search firms ] is to be very good at your job . ",success causes noticed,,,
